counter,steering_horizontal,steering_vertical,short_fname
48,nothing,up,img_48_ripeno.jpg
49,nothing,up,img_49_ripeno.jpg
50,nothing,up,img_50_ripeno.jpg
51,nothing,up,img_51_ripeno.jpg
52,nothing,up,img_52_ripeno.jpg
53,nothing,up,img_53_ripeno.jpg
54,nothing,up,img_54_ripeno.jpg
55,left,nothing,img_55_ripeno.jpg
56,left,nothing,img_56_ripeno.jpg
57,left,nothing,img_57_ripeno.jpg
58,nothing,up,img_58_ripeno.jpg
59,nothing,up,img_59_ripeno.jpg
60,nothing,up,img_60_ripeno.jpg
61,nothing,up,img_61_ripeno.jpg
62,nothing,up,img_62_ripeno.jpg
63,left,nothing,img_63_ripeno.jpg
64,left,nothing,img_64_ripeno.jpg
65,left,up,img_65_ripeno.jpg
66,nothing,up,img_66_ripeno.jpg
67,nothing,up,img_67_ripeno.jpg
68,nothing,up,img_68_ripeno.jpg
69,nothing,up,img_69_ripeno.jpg
70,nothing,up,img_70_ripeno.jpg
71,nothing,up,img_71_ripeno.jpg
72,nothing,up,img_72_ripeno.jpg
73,nothing,up,img_73_ripeno.jpg
74,nothing,up,img_74_ripeno.jpg
75,nothing,up,img_75_ripeno.jpg
76,nothing,up,img_76_ripeno.jpg
77,nothing,up,img_77_ripeno.jpg
78,nothing,up,img_78_ripeno.jpg
79,nothing,up,img_79_ripeno.jpg
80,nothing,up,img_80_ripeno.jpg
81,nothing,up,img_81_ripeno.jpg
82,nothing,up,img_82_ripeno.jpg
83,nothing,up,img_83_ripeno.jpg
84,right,nothing,img_84_ripeno.jpg
85,right,nothing,img_85_ripeno.jpg
86,nothing,up,img_86_ripeno.jpg
87,nothing,up,img_87_ripeno.jpg
88,nothing,up,img_88_ripeno.jpg
89,nothing,up,img_89_ripeno.jpg
90,nothing,up,img_90_ripeno.jpg
91,nothing,up,img_91_ripeno.jpg
92,nothing,up,img_92_ripeno.jpg
93,right,nothing,img_93_ripeno.jpg
94,right,nothing,img_94_ripeno.jpg
95,right,nothing,img_95_ripeno.jpg
96,right,nothing,img_96_ripeno.jpg
97,right,nothing,img_97_ripeno.jpg
98,right,up,img_98_ripeno.jpg
99,right,up,img_99_ripeno.jpg
100,right,up,img_100_ripeno.jpg
101,right,up,img_101_ripeno.jpg
102,right,up,img_102_ripeno.jpg
103,right,up,img_103_ripeno.jpg
104,right,up,img_104_ripeno.jpg
105,right,up,img_105_ripeno.jpg
106,nothing,up,img_106_ripeno.jpg
107,nothing,up,img_107_ripeno.jpg
108,nothing,up,img_108_ripeno.jpg
109,nothing,up,img_109_ripeno.jpg
110,nothing,up,img_110_ripeno.jpg
111,nothing,up,img_111_ripeno.jpg
112,nothing,up,img_112_ripeno.jpg
113,nothing,up,img_113_ripeno.jpg
114,nothing,up,img_114_ripeno.jpg
115,nothing,up,img_115_ripeno.jpg
116,left,nothing,img_116_ripeno.jpg
117,left,nothing,img_117_ripeno.jpg
118,left,nothing,img_118_ripeno.jpg
119,left,nothing,img_119_ripeno.jpg
120,nothing,up,img_120_ripeno.jpg
121,nothing,up,img_121_ripeno.jpg
122,nothing,up,img_122_ripeno.jpg
123,nothing,up,img_123_ripeno.jpg
124,nothing,up,img_124_ripeno.jpg
125,nothing,up,img_125_ripeno.jpg
126,nothing,up,img_126_ripeno.jpg
127,left,nothing,img_127_ripeno.jpg
128,left,nothing,img_128_ripeno.jpg
129,left,nothing,img_129_ripeno.jpg
130,left,nothing,img_130_ripeno.jpg
131,left,nothing,img_131_ripeno.jpg
132,left,up,img_132_ripeno.jpg
133,left,up,img_133_ripeno.jpg
134,left,up,img_134_ripeno.jpg
135,left,up,img_135_ripeno.jpg
136,left,up,img_136_ripeno.jpg
137,left,up,img_137_ripeno.jpg
138,left,up,img_138_ripeno.jpg
139,left,up,img_139_ripeno.jpg
140,left,up,img_140_ripeno.jpg
141,left,up,img_141_ripeno.jpg
142,left,up,img_142_ripeno.jpg
143,left,nothing,img_143_ripeno.jpg
144,left,nothing,img_144_ripeno.jpg
145,left,up,img_145_ripeno.jpg
146,left,up,img_146_ripeno.jpg
147,left,up,img_147_ripeno.jpg
148,left,up,img_148_ripeno.jpg
149,left,up,img_149_ripeno.jpg
150,left,up,img_150_ripeno.jpg
151,left,up,img_151_ripeno.jpg
152,left,up,img_152_ripeno.jpg
153,left,up,img_153_ripeno.jpg
154,left,up,img_154_ripeno.jpg
155,left,up,img_155_ripeno.jpg
156,left,up,img_156_ripeno.jpg
157,left,up,img_157_ripeno.jpg
158,nothing,up,img_158_ripeno.jpg
159,nothing,up,img_159_ripeno.jpg
160,nothing,up,img_160_ripeno.jpg
161,nothing,up,img_161_ripeno.jpg
162,nothing,up,img_162_ripeno.jpg
163,nothing,up,img_163_ripeno.jpg
164,nothing,up,img_164_ripeno.jpg
165,left,up,img_165_ripeno.jpg
166,nothing,up,img_166_ripeno.jpg
167,nothing,up,img_167_ripeno.jpg
168,nothing,up,img_168_ripeno.jpg
169,nothing,up,img_169_ripeno.jpg
170,nothing,up,img_170_ripeno.jpg
171,right,up,img_171_ripeno.jpg
172,nothing,up,img_172_ripeno.jpg
173,nothing,up,img_173_ripeno.jpg
174,nothing,up,img_174_ripeno.jpg
175,right,nothing,img_175_ripeno.jpg
176,nothing,up,img_176_ripeno.jpg
177,nothing,up,img_177_ripeno.jpg
178,nothing,up,img_178_ripeno.jpg
179,nothing,up,img_179_ripeno.jpg
180,nothing,up,img_180_ripeno.jpg
181,nothing,up,img_181_ripeno.jpg
182,nothing,up,img_182_ripeno.jpg
183,nothing,up,img_183_ripeno.jpg
184,nothing,up,img_184_ripeno.jpg
185,right,up,img_185_ripeno.jpg
186,nothing,nothing,img_186_ripeno.jpg
187,nothing,nothing,img_187_ripeno.jpg
188,nothing,nothing,img_188_ripeno.jpg
189,right,nothing,img_189_ripeno.jpg
190,right,up,img_190_ripeno.jpg
191,right,up,img_191_ripeno.jpg
192,right,up,img_192_ripeno.jpg
193,nothing,up,img_193_ripeno.jpg
194,nothing,up,img_194_ripeno.jpg
195,nothing,up,img_195_ripeno.jpg
196,nothing,up,img_196_ripeno.jpg
197,nothing,up,img_197_ripeno.jpg
198,left,nothing,img_198_ripeno.jpg
199,left,nothing,img_199_ripeno.jpg
200,left,nothing,img_200_ripeno.jpg
201,left,up,img_201_ripeno.jpg
202,nothing,up,img_202_ripeno.jpg
203,nothing,up,img_203_ripeno.jpg
204,nothing,up,img_204_ripeno.jpg
205,nothing,up,img_205_ripeno.jpg
206,right,up,img_206_ripeno.jpg
207,right,nothing,img_207_ripeno.jpg
208,right,nothing,img_208_ripeno.jpg
209,right,nothing,img_209_ripeno.jpg
210,right,up,img_210_ripeno.jpg
211,right,up,img_211_ripeno.jpg
212,nothing,up,img_212_ripeno.jpg
213,nothing,up,img_213_ripeno.jpg
214,nothing,up,img_214_ripeno.jpg
215,nothing,up,img_215_ripeno.jpg
216,right,up,img_216_ripeno.jpg
217,right,nothing,img_217_ripeno.jpg
218,right,nothing,img_218_ripeno.jpg
219,right,up,img_219_ripeno.jpg
220,right,up,img_220_ripeno.jpg
221,right,up,img_221_ripeno.jpg
222,right,up,img_222_ripeno.jpg
223,right,nothing,img_223_ripeno.jpg
224,right,up,img_224_ripeno.jpg
225,right,up,img_225_ripeno.jpg
226,right,nothing,img_226_ripeno.jpg
227,right,nothing,img_227_ripeno.jpg
228,right,up,img_228_ripeno.jpg
229,right,nothing,img_229_ripeno.jpg
230,right,nothing,img_230_ripeno.jpg
231,right,up,img_231_ripeno.jpg
232,nothing,up,img_232_ripeno.jpg
233,nothing,up,img_233_ripeno.jpg
234,nothing,up,img_234_ripeno.jpg
235,nothing,up,img_235_ripeno.jpg
236,right,up,img_236_ripeno.jpg
237,right,up,img_237_ripeno.jpg
238,right,up,img_238_ripeno.jpg
239,nothing,up,img_239_ripeno.jpg
240,nothing,nothing,img_240_ripeno.jpg
241,right,nothing,img_241_ripeno.jpg
242,nothing,up,img_242_ripeno.jpg
243,nothing,up,img_243_ripeno.jpg
244,nothing,up,img_244_ripeno.jpg
245,right,up,img_245_ripeno.jpg
246,right,up,img_246_ripeno.jpg
247,right,up,img_247_ripeno.jpg
248,nothing,up,img_248_ripeno.jpg
249,nothing,nothing,img_249_ripeno.jpg
250,right,nothing,img_250_ripeno.jpg
251,right,nothing,img_251_ripeno.jpg
252,right,nothing,img_252_ripeno.jpg
253,right,up,img_253_ripeno.jpg
254,right,up,img_254_ripeno.jpg
255,right,up,img_255_ripeno.jpg
256,nothing,up,img_256_ripeno.jpg
257,nothing,up,img_257_ripeno.jpg
258,nothing,up,img_258_ripeno.jpg
259,nothing,up,img_259_ripeno.jpg
260,nothing,up,img_260_ripeno.jpg
261,nothing,up,img_261_ripeno.jpg
262,nothing,up,img_262_ripeno.jpg
263,nothing,up,img_263_ripeno.jpg
264,nothing,up,img_264_ripeno.jpg
265,nothing,up,img_265_ripeno.jpg
266,nothing,up,img_266_ripeno.jpg
267,nothing,up,img_267_ripeno.jpg
268,nothing,up,img_268_ripeno.jpg
269,nothing,nothing,img_269_ripeno.jpg
270,left,nothing,img_270_ripeno.jpg
271,left,nothing,img_271_ripeno.jpg
272,left,nothing,img_272_ripeno.jpg
273,left,nothing,img_273_ripeno.jpg
274,left,nothing,img_274_ripeno.jpg
275,left,nothing,img_275_ripeno.jpg
276,left,nothing,img_276_ripeno.jpg
277,left,up,img_277_ripeno.jpg
278,left,up,img_278_ripeno.jpg
279,left,up,img_279_ripeno.jpg
280,left,up,img_280_ripeno.jpg
281,left,up,img_281_ripeno.jpg
282,left,up,img_282_ripeno.jpg
283,left,up,img_283_ripeno.jpg
284,left,up,img_284_ripeno.jpg
285,left,up,img_285_ripeno.jpg
286,left,up,img_286_ripeno.jpg
287,left,up,img_287_ripeno.jpg
288,left,up,img_288_ripeno.jpg
289,left,up,img_289_ripeno.jpg
290,left,up,img_290_ripeno.jpg
291,left,up,img_291_ripeno.jpg
292,left,up,img_292_ripeno.jpg
293,left,up,img_293_ripeno.jpg
294,left,up,img_294_ripeno.jpg
295,left,nothing,img_295_ripeno.jpg
296,nothing,nothing,img_296_ripeno.jpg
297,nothing,nothing,img_297_ripeno.jpg
298,nothing,up,img_298_ripeno.jpg
299,nothing,up,img_299_ripeno.jpg
300,nothing,up,img_300_ripeno.jpg
301,nothing,up,img_301_ripeno.jpg
302,nothing,nothing,img_302_ripeno.jpg
303,nothing,up,img_303_ripeno.jpg
304,nothing,nothing,img_304_ripeno.jpg
305,nothing,up,img_305_ripeno.jpg
306,nothing,up,img_306_ripeno.jpg
307,nothing,up,img_307_ripeno.jpg
308,nothing,nothing,img_308_ripeno.jpg
309,nothing,up,img_309_ripeno.jpg
310,nothing,up,img_310_ripeno.jpg
311,nothing,up,img_311_ripeno.jpg
312,nothing,up,img_312_ripeno.jpg
313,nothing,up,img_313_ripeno.jpg
314,nothing,up,img_314_ripeno.jpg
315,nothing,up,img_315_ripeno.jpg
316,nothing,up,img_316_ripeno.jpg
317,nothing,up,img_317_ripeno.jpg
318,nothing,nothing,img_318_ripeno.jpg
319,left,nothing,img_319_ripeno.jpg
320,left,nothing,img_320_ripeno.jpg
321,left,nothing,img_321_ripeno.jpg
322,left,nothing,img_322_ripeno.jpg
323,left,nothing,img_323_ripeno.jpg
324,left,up,img_324_ripeno.jpg
325,left,up,img_325_ripeno.jpg
326,left,up,img_326_ripeno.jpg
327,left,up,img_327_ripeno.jpg
328,left,up,img_328_ripeno.jpg
329,left,up,img_329_ripeno.jpg
330,left,up,img_330_ripeno.jpg
331,left,up,img_331_ripeno.jpg
332,nothing,up,img_332_ripeno.jpg
333,nothing,up,img_333_ripeno.jpg
334,nothing,up,img_334_ripeno.jpg
335,nothing,up,img_335_ripeno.jpg
336,nothing,up,img_336_ripeno.jpg
337,right,up,img_337_ripeno.jpg
338,right,up,img_338_ripeno.jpg
339,nothing,up,img_339_ripeno.jpg
340,nothing,up,img_340_ripeno.jpg
341,nothing,up,img_341_ripeno.jpg
342,nothing,up,img_342_ripeno.jpg
343,nothing,up,img_343_ripeno.jpg
344,nothing,up,img_344_ripeno.jpg
345,nothing,up,img_345_ripeno.jpg
346,nothing,up,img_346_ripeno.jpg
347,nothing,up,img_347_ripeno.jpg
348,nothing,up,img_348_ripeno.jpg
349,nothing,up,img_349_ripeno.jpg
350,nothing,up,img_350_ripeno.jpg
351,nothing,up,img_351_ripeno.jpg
352,nothing,up,img_352_ripeno.jpg
353,nothing,up,img_353_ripeno.jpg
354,nothing,up,img_354_ripeno.jpg
355,nothing,up,img_355_ripeno.jpg
356,nothing,up,img_356_ripeno.jpg
357,left,nothing,img_357_ripeno.jpg
358,left,nothing,img_358_ripeno.jpg
359,left,nothing,img_359_ripeno.jpg
360,left,nothing,img_360_ripeno.jpg
361,left,nothing,img_361_ripeno.jpg
362,left,up,img_362_ripeno.jpg
363,left,up,img_363_ripeno.jpg
364,nothing,up,img_364_ripeno.jpg
365,nothing,up,img_365_ripeno.jpg
366,nothing,up,img_366_ripeno.jpg
367,nothing,up,img_367_ripeno.jpg
368,nothing,up,img_368_ripeno.jpg
369,nothing,up,img_369_ripeno.jpg
370,nothing,up,img_370_ripeno.jpg
371,nothing,up,img_371_ripeno.jpg
372,nothing,up,img_372_ripeno.jpg
373,nothing,up,img_373_ripeno.jpg
374,nothing,up,img_374_ripeno.jpg
375,left,nothing,img_375_ripeno.jpg
376,left,nothing,img_376_ripeno.jpg
377,left,nothing,img_377_ripeno.jpg
378,left,nothing,img_378_ripeno.jpg
379,left,up,img_379_ripeno.jpg
380,nothing,up,img_380_ripeno.jpg
381,nothing,up,img_381_ripeno.jpg
382,nothing,up,img_382_ripeno.jpg
383,nothing,up,img_383_ripeno.jpg
384,nothing,up,img_384_ripeno.jpg
385,nothing,up,img_385_ripeno.jpg
386,nothing,up,img_386_ripeno.jpg
387,nothing,up,img_387_ripeno.jpg
388,right,up,img_388_ripeno.jpg
389,right,up,img_389_ripeno.jpg
390,nothing,up,img_390_ripeno.jpg
391,nothing,up,img_391_ripeno.jpg
392,nothing,up,img_392_ripeno.jpg
393,nothing,up,img_393_ripeno.jpg
394,nothing,up,img_394_ripeno.jpg
395,nothing,up,img_395_ripeno.jpg
396,right,nothing,img_396_ripeno.jpg
397,right,nothing,img_397_ripeno.jpg
398,right,up,img_398_ripeno.jpg
399,right,up,img_399_ripeno.jpg
400,right,up,img_400_ripeno.jpg
401,nothing,up,img_401_ripeno.jpg
402,nothing,up,img_402_ripeno.jpg
403,nothing,up,img_403_ripeno.jpg
404,nothing,up,img_404_ripeno.jpg
405,nothing,up,img_405_ripeno.jpg
406,nothing,up,img_406_ripeno.jpg
407,nothing,up,img_407_ripeno.jpg
408,right,nothing,img_408_ripeno.jpg
409,right,nothing,img_409_ripeno.jpg
410,right,nothing,img_410_ripeno.jpg
411,right,up,img_411_ripeno.jpg
412,right,up,img_412_ripeno.jpg
413,right,up,img_413_ripeno.jpg
414,right,up,img_414_ripeno.jpg
415,right,up,img_415_ripeno.jpg
416,nothing,up,img_416_ripeno.jpg
417,right,up,img_417_ripeno.jpg
418,right,up,img_418_ripeno.jpg
419,right,up,img_419_ripeno.jpg
420,right,up,img_420_ripeno.jpg
421,nothing,up,img_421_ripeno.jpg
422,nothing,up,img_422_ripeno.jpg
423,right,up,img_423_ripeno.jpg
424,nothing,up,img_424_ripeno.jpg
425,nothing,up,img_425_ripeno.jpg
426,nothing,up,img_426_ripeno.jpg
427,nothing,up,img_427_ripeno.jpg
428,nothing,up,img_428_ripeno.jpg
429,nothing,up,img_429_ripeno.jpg
430,nothing,up,img_430_ripeno.jpg
431,nothing,up,img_431_ripeno.jpg
432,left,nothing,img_432_ripeno.jpg
433,left,nothing,img_433_ripeno.jpg
434,nothing,up,img_434_ripeno.jpg
435,nothing,up,img_435_ripeno.jpg
436,nothing,up,img_436_ripeno.jpg
437,left,nothing,img_437_ripeno.jpg
438,left,up,img_438_ripeno.jpg
439,nothing,up,img_439_ripeno.jpg
440,nothing,up,img_440_ripeno.jpg
441,nothing,up,img_441_ripeno.jpg
442,left,nothing,img_442_ripeno.jpg
443,left,nothing,img_443_ripeno.jpg
444,left,nothing,img_444_ripeno.jpg
445,left,up,img_445_ripeno.jpg
446,left,up,img_446_ripeno.jpg
447,left,up,img_447_ripeno.jpg
448,left,up,img_448_ripeno.jpg
449,left,up,img_449_ripeno.jpg
450,left,up,img_450_ripeno.jpg
451,left,up,img_451_ripeno.jpg
452,left,up,img_452_ripeno.jpg
453,left,up,img_453_ripeno.jpg
454,left,up,img_454_ripeno.jpg
455,left,up,img_455_ripeno.jpg
456,left,up,img_456_ripeno.jpg
457,left,up,img_457_ripeno.jpg
458,left,up,img_458_ripeno.jpg
459,left,nothing,img_459_ripeno.jpg
460,left,up,img_460_ripeno.jpg
461,left,up,img_461_ripeno.jpg
462,left,up,img_462_ripeno.jpg
463,left,up,img_463_ripeno.jpg
464,left,up,img_464_ripeno.jpg
465,left,up,img_465_ripeno.jpg
466,nothing,up,img_466_ripeno.jpg
467,nothing,up,img_467_ripeno.jpg
468,nothing,up,img_468_ripeno.jpg
469,nothing,up,img_469_ripeno.jpg
470,nothing,up,img_470_ripeno.jpg
471,nothing,up,img_471_ripeno.jpg
472,nothing,up,img_472_ripeno.jpg
473,left,up,img_473_ripeno.jpg
474,nothing,up,img_474_ripeno.jpg
475,nothing,up,img_475_ripeno.jpg
476,nothing,up,img_476_ripeno.jpg
477,nothing,up,img_477_ripeno.jpg
478,nothing,up,img_478_ripeno.jpg
479,right,up,img_479_ripeno.jpg
480,right,nothing,img_480_ripeno.jpg
481,right,nothing,img_481_ripeno.jpg
482,right,up,img_482_ripeno.jpg
483,nothing,up,img_483_ripeno.jpg
484,nothing,up,img_484_ripeno.jpg
485,nothing,up,img_485_ripeno.jpg
486,nothing,up,img_486_ripeno.jpg
487,nothing,up,img_487_ripeno.jpg
488,nothing,up,img_488_ripeno.jpg
489,nothing,up,img_489_ripeno.jpg
490,nothing,up,img_490_ripeno.jpg
491,nothing,up,img_491_ripeno.jpg
492,nothing,up,img_492_ripeno.jpg
493,right,nothing,img_493_ripeno.jpg
494,right,nothing,img_494_ripeno.jpg
495,right,nothing,img_495_ripeno.jpg
496,right,up,img_496_ripeno.jpg
497,nothing,up,img_497_ripeno.jpg
498,nothing,up,img_498_ripeno.jpg
499,nothing,up,img_499_ripeno.jpg
500,nothing,nothing,img_500_ripeno.jpg
501,left,nothing,img_501_ripeno.jpg
502,left,up,img_502_ripeno.jpg
503,nothing,up,img_503_ripeno.jpg
504,nothing,up,img_504_ripeno.jpg
505,nothing,up,img_505_ripeno.jpg
506,nothing,up,img_506_ripeno.jpg
507,nothing,up,img_507_ripeno.jpg
508,nothing,up,img_508_ripeno.jpg
509,nothing,up,img_509_ripeno.jpg
510,nothing,up,img_510_ripeno.jpg
511,nothing,up,img_511_ripeno.jpg
512,nothing,up,img_512_ripeno.jpg
513,nothing,up,img_513_ripeno.jpg
514,nothing,up,img_514_ripeno.jpg
515,nothing,up,img_515_ripeno.jpg
516,nothing,up,img_516_ripeno.jpg
517,nothing,up,img_517_ripeno.jpg
518,nothing,up,img_518_ripeno.jpg
519,nothing,up,img_519_ripeno.jpg
520,nothing,up,img_520_ripeno.jpg
521,nothing,up,img_521_ripeno.jpg
522,nothing,nothing,img_522_ripeno.jpg
523,nothing,nothing,img_523_ripeno.jpg
524,nothing,nothing,img_524_ripeno.jpg
525,nothing,nothing,img_525_ripeno.jpg
526,nothing,up,img_526_ripeno.jpg
527,nothing,up,img_527_ripeno.jpg
528,right,nothing,img_528_ripeno.jpg
529,right,nothing,img_529_ripeno.jpg
530,right,up,img_530_ripeno.jpg
531,right,up,img_531_ripeno.jpg
532,right,up,img_532_ripeno.jpg
533,right,up,img_533_ripeno.jpg
534,right,up,img_534_ripeno.jpg
535,right,up,img_535_ripeno.jpg
536,nothing,up,img_536_ripeno.jpg
537,nothing,nothing,img_537_ripeno.jpg
538,right,nothing,img_538_ripeno.jpg
539,right,up,img_539_ripeno.jpg
540,right,up,img_540_ripeno.jpg
541,right,up,img_541_ripeno.jpg
542,right,up,img_542_ripeno.jpg
543,right,up,img_543_ripeno.jpg
544,right,up,img_544_ripeno.jpg
545,nothing,up,img_545_ripeno.jpg
546,nothing,nothing,img_546_ripeno.jpg
547,nothing,up,img_547_ripeno.jpg
548,nothing,up,img_548_ripeno.jpg
549,nothing,up,img_549_ripeno.jpg
550,nothing,up,img_550_ripeno.jpg
551,right,up,img_551_ripeno.jpg
552,right,up,img_552_ripeno.jpg
553,right,up,img_553_ripeno.jpg
554,right,up,img_554_ripeno.jpg
555,right,up,img_555_ripeno.jpg
556,nothing,up,img_556_ripeno.jpg
557,nothing,nothing,img_557_ripeno.jpg
558,nothing,nothing,img_558_ripeno.jpg
559,nothing,up,img_559_ripeno.jpg
560,nothing,up,img_560_ripeno.jpg
561,left,up,img_561_ripeno.jpg
562,left,up,img_562_ripeno.jpg
563,left,up,img_563_ripeno.jpg
564,left,up,img_564_ripeno.jpg
565,nothing,nothing,img_565_ripeno.jpg
566,nothing,nothing,img_566_ripeno.jpg
567,nothing,nothing,img_567_ripeno.jpg
568,nothing,nothing,img_568_ripeno.jpg
569,nothing,up,img_569_ripeno.jpg
570,nothing,up,img_570_ripeno.jpg
571,nothing,up,img_571_ripeno.jpg
572,nothing,up,img_572_ripeno.jpg
573,nothing,up,img_573_ripeno.jpg
574,nothing,up,img_574_ripeno.jpg
575,nothing,up,img_575_ripeno.jpg
576,nothing,up,img_576_ripeno.jpg
577,nothing,up,img_577_ripeno.jpg
578,nothing,up,img_578_ripeno.jpg
579,nothing,up,img_579_ripeno.jpg
580,nothing,up,img_580_ripeno.jpg
581,nothing,up,img_581_ripeno.jpg
582,nothing,up,img_582_ripeno.jpg
583,nothing,up,img_583_ripeno.jpg
584,nothing,up,img_584_ripeno.jpg
585,nothing,up,img_585_ripeno.jpg
586,nothing,up,img_586_ripeno.jpg
587,nothing,nothing,img_587_ripeno.jpg
588,nothing,nothing,img_588_ripeno.jpg
589,nothing,up,img_589_ripeno.jpg
590,nothing,up,img_590_ripeno.jpg
591,nothing,nothing,img_591_ripeno.jpg
592,nothing,nothing,img_592_ripeno.jpg
593,left,nothing,img_593_ripeno.jpg
594,left,nothing,img_594_ripeno.jpg
595,left,up,img_595_ripeno.jpg
596,nothing,up,img_596_ripeno.jpg
597,nothing,up,img_597_ripeno.jpg
598,nothing,up,img_598_ripeno.jpg
599,nothing,up,img_599_ripeno.jpg
600,nothing,up,img_600_ripeno.jpg
601,nothing,up,img_601_ripeno.jpg
602,nothing,up,img_602_ripeno.jpg
603,nothing,up,img_603_ripeno.jpg
604,left,nothing,img_604_ripeno.jpg
605,left,nothing,img_605_ripeno.jpg
606,nothing,up,img_606_ripeno.jpg
607,nothing,up,img_607_ripeno.jpg
608,nothing,up,img_608_ripeno.jpg
609,nothing,up,img_609_ripeno.jpg
610,nothing,up,img_610_ripeno.jpg
611,nothing,up,img_611_ripeno.jpg
612,nothing,up,img_612_ripeno.jpg
613,nothing,up,img_613_ripeno.jpg
614,nothing,up,img_614_ripeno.jpg
615,nothing,up,img_615_ripeno.jpg
616,nothing,up,img_616_ripeno.jpg
617,nothing,up,img_617_ripeno.jpg
618,nothing,up,img_618_ripeno.jpg
619,nothing,up,img_619_ripeno.jpg
620,nothing,up,img_620_ripeno.jpg
621,nothing,up,img_621_ripeno.jpg
622,nothing,nothing,img_622_ripeno.jpg
623,left,nothing,img_623_ripeno.jpg
624,left,nothing,img_624_ripeno.jpg
625,left,nothing,img_625_ripeno.jpg
626,left,nothing,img_626_ripeno.jpg
627,nothing,up,img_627_ripeno.jpg
628,nothing,up,img_628_ripeno.jpg
629,nothing,up,img_629_ripeno.jpg
630,nothing,up,img_630_ripeno.jpg
631,right,up,img_631_ripeno.jpg
632,right,up,img_632_ripeno.jpg
633,nothing,nothing,img_633_ripeno.jpg
634,left,nothing,img_634_ripeno.jpg
635,left,nothing,img_635_ripeno.jpg
636,nothing,up,img_636_ripeno.jpg
637,nothing,up,img_637_ripeno.jpg
638,nothing,up,img_638_ripeno.jpg
639,nothing,up,img_639_ripeno.jpg
640,left,up,img_640_ripeno.jpg
641,left,up,img_641_ripeno.jpg
642,left,up,img_642_ripeno.jpg
643,left,up,img_643_ripeno.jpg
644,nothing,up,img_644_ripeno.jpg
645,nothing,up,img_645_ripeno.jpg
646,nothing,up,img_646_ripeno.jpg
647,nothing,up,img_647_ripeno.jpg
648,nothing,up,img_648_ripeno.jpg
649,nothing,up,img_649_ripeno.jpg
650,nothing,up,img_650_ripeno.jpg
651,right,up,img_651_ripeno.jpg
652,right,nothing,img_652_ripeno.jpg
653,nothing,nothing,img_653_ripeno.jpg
654,nothing,nothing,img_654_ripeno.jpg
655,right,nothing,img_655_ripeno.jpg
656,right,up,img_656_ripeno.jpg
657,right,up,img_657_ripeno.jpg
658,right,up,img_658_ripeno.jpg
659,right,up,img_659_ripeno.jpg
660,right,up,img_660_ripeno.jpg
661,right,up,img_661_ripeno.jpg
662,right,up,img_662_ripeno.jpg
663,nothing,up,img_663_ripeno.jpg
664,nothing,nothing,img_664_ripeno.jpg
665,nothing,nothing,img_665_ripeno.jpg
666,nothing,nothing,img_666_ripeno.jpg
667,nothing,nothing,img_667_ripeno.jpg
668,nothing,nothing,img_668_ripeno.jpg
669,nothing,up,img_669_ripeno.jpg
670,nothing,up,img_670_ripeno.jpg
671,nothing,up,img_671_ripeno.jpg
672,nothing,up,img_672_ripeno.jpg
673,nothing,up,img_673_ripeno.jpg
674,nothing,up,img_674_ripeno.jpg
675,right,up,img_675_ripeno.jpg
676,right,nothing,img_676_ripeno.jpg
677,right,nothing,img_677_ripeno.jpg
